ID,Name,Type,Buy,Sell,Weight,Attack,Defense,Slots,Refineable
12071,Shiny Marinade Beef,Healing,"20,000","10,000",80.0,0,0,0,Yes
12072,Whole Roast,Healing,"40,000","20,000",100.0,0,0,0,Yes
12073,Bearfoot Special,Healing,"60,000","30,000",50.0,0,0,0,Yes
12074,Tendon Satay,Healing,"80,000","40,000",100.0,0,0,0,Yes
12075,Steamed Tongue,Healing,"100,000","50,000",100.0,0,0,0,Yes
12076,Red Mushroom Wine,Healing,"20,000","10,000",30.0,0,0,0,Yes
12077,Special Royal Jelly Herbal Tea,Healing,"40,000","20,000",80.0,0,0,0,Yes
12078,Royal Family Tea,Healing,"60,000","30,000",100.0,0,0,0,Yes
12079,Tristan XII,Healing,"80,000","40,000",100.0,0,0,0,Yes
12080,Dragon Breath Cocktail,Healing,"100,000","50,000",100.0,0,0,0,Yes
12081,Awfully Bitter Bracer,Healing,"20,000","10,000",50.0,0,0,0,Yes
12082,Sumptuous Feast,Healing,"40,000","20,000",40.0,0,0,0,Yes
12083,Giant Burito,Healing,"60,000","30,000",100.0,0,0,0,Yes
12084,Ascending Dragon Soup,Healing,"80,000","40,000",100.0,0,0,0,Yes
12085,Immortal Stew,Healing,"100,000","50,000",100.0,0,0,0,Yes
12086,Chile Shrimp Gratin,Healing,"20,000","10,000",80.0,0,0,0,Yes
12087,Steamed Alligator with Vegetable,Healing,"40,000","20,000",80.0,0,0,0,Yes
12088,Incredibly Spicy Curry,Healing,"60,000","30,000",100.0,0,0,0,Yes
12089,Special Meat Stew,Healing,"80,000","40,000",100.0,0,0,0,Yes
12090,Steamed Desert Scorpions,Healing,"100,000","50,000",100.0,0,0,0,Yes
12091,Peach Cake,Healing,"20,000","10,000",80.0,0,0,0,Yes
12092,Soul Haunted Bread,Healing,"40,000","20,000",80.0,0,0,0,Yes
12093,Special Toast,Healing,"60,000","30,000",100.0,0,0,0,Yes
12094,Heavenly Fruit Juice,Healing,"80,000","40,000",50.0,0,0,0,Yes
12095,Hwergelmir's Tonic,Healing,"100,000","50,000",100.0,0,0,0,Yes
12096,Lucky Soup,Healing,"20,000","10,000",30.0,0,0,0,Yes
12097,Assorted Shish Kebob,Healing,"40,000","20,000",80.0,0,0,0,Yes
12098,Strawberry Flavored Rice Ball,Healing,"60,000","30,000",40.0,0,0,0,Yes
12099,Blood Flavored Soda,Healing,"80,000","40,000",100.0,0,0,0,Yes
12100,Cooked Nine Tail's Tails,Healing,"100,000","50,000",50.0,0,0,0,Yes
12101,Citron,Healing,20,10,30.0,0,0,0,Yes
12102,Grilled Skewer,Healing,20,10,30.0,0,0,0,Yes
12103,Bloody Branch,Usable,"10,000","5,000",20.0,0,0,0,Yes
12104,Random Quiver,Usable,"10,000","5,000",20.0,0,0,0,Yes
12105,Taming Gift Set,Usable,"10,000","5,000",20.0,0,0,0,Yes
12106,Jewelry Box,Usable,"10,000","5,000",20.0,0,0,0,Yes
12107,Wrapped Mask,Usable,"10,000","5,000",20.0,0,0,0,Yes
12108,Scroll Package,Usable,"10,000","5,000",20.0,0,0,0,Yes
12109,Poring Box,Usable,"10,000","5,000",20.0,0,0,0,Yes
12110,First Aid Kit,Usable,"10,000","5,000",20.0,0,0,0,Yes
12111,Bundle of Food,Usable,"10,000","5,000",20.0,0,0,0,Yes
12112,Tropical Sograt,Usable,"1,000",500,10.0,0,0,0,Yes
12113,Vermilion on the Beach,Usable,"1,000",500,10.0,0,0,0,Yes
12114,Elemental Converter,Usable,2,1,1.0,0,0,0,Yes
12115,Elemental Converter,Usable,2,1,1.0,0,0,0,Yes
12116,Elemental Converter,Usable,2,1,1.0,0,0,0,Yes
12117,Elemental Converter,Usable,2,1,1.0,0,0,0,Yes
12118,Fireproof Potion,Usable,2,1,1.0,0,0,0,Yes
12119,Coldproof Potion,Usable,2,1,1.0,0,0,0,Yes
12120,Earthproof Potion,Usable,2,1,1.0,0,0,0,Yes
12121,Thunderproof Potion,Usable,2,1,1.0,0,0,0,Yes
12122,Sesame Pastry,Usable,2,1,7.0,0,0,0,Yes
12123,Honey Pastry,Usable,2,1,7.0,0,0,0,Yes
12124,Rainbow Cake,Usable,2,1,7.0,0,0,0,Yes
12125,Outdoor Cooking Kit,Usable,500,250,2.0,0,0,0,Yes
12126,Home Cooking Kit,Usable,"1,000",500,3.0,0,0,0,Yes
12127,Professional Cooking Kit,Usable,"2,000","1,000",5.0,0,0,0,Yes
12128,Royal Cooking Kit,Usable,"5,000","2,500",7.0,0,0,0,Yes
12129,Fantastic Cooking Kit,Usable,"10,000","5,000",7.0,0,0,0,Yes
12130,Cookie Bag,Usable,2,1,7.0,0,0,0,Yes
12131,Lucky Potion,Healing,2,1,10.0,0,0,0,Yes
12132,Santa's Bag,Usable,0,0,20.0,0,0,0,Yes
12133,McDonald's Ice Cone,Healing,0,0,8.0,0,0,0,Yes
12134,Red Envelope,Usable,1,0,1.0,0,0,0,Yes
12135,Green Ale,Usable,20,10,3.0,0,0,0,Yes
12136,Women's Bundle,Usable,0,0,10.0,0,0,0,Yes
12137,First Stage Prize,Usable,0,0,0.0,0,0,0,Yes
12138,Second Stage Prize,Usable,0,0,0.0,0,0,0,Yes
12139,Third Stage Prize,Usable,0,0,0.0,0,0,0,Yes
12140,Fourth Stage Prize,Usable,0,0,0.0,0,0,0,Yes
12141,Fifth Stage Prize,Usable,0,0,0.0,0,0,0,Yes
12142,Book of Magic,Usable,0,0,10.0,0,0,0,Yes
12143,Red Can,Usable,"50,000","25,000",30.0,0,0,0,Yes
12144,Lightning Sphere Pack,Usable,2,1,35.0,0,0,0,Yes
12145,Blind Sphere Pack,Usable,2,1,35.0,0,0,0,Yes
12146,Poison Sphere Pack,Usable,2,1,35.0,0,0,0,Yes
12147,Freezing Sphere Pack,Usable,2,1,35.0,0,0,0,Yes
12148,Flare Sphere Pack,Usable,2,1,35.0,0,0,0,Yes
12149,Cartridge,Usable,2,1,25.0,0,0,0,Yes
12150,Blood Cartridge,Usable,2,1,25.0,0,0,0,Yes
12151,Silver Cartridge,Usable,2,1,25.0,0,0,0,Yes
12152,Special Present,Usable,0,0,10.0,0,0,0,Yes
12153,Bowman Scroll 1,Usable,2,1,10.0,0,0,0,Yes
12154,Bowman Scroll 2,Usable,2,1,10.0,0,0,0,Yes
12155,Bowman Scroll 3,Usable,2,1,10.0,0,0,0,Yes
12156,Bowman Scroll 4,Usable,2,1,10.0,0,0,0,Yes
12157,Bowman Scroll 5,Usable,2,1,10.0,0,0,0,Yes
12158,Bowman Scroll 6,Usable,2,1,10.0,0,0,0,Yes
12159,Bowman Scroll 7,Usable,2,1,10.0,0,0,0,Yes
12160,Bowman Scroll 8,Usable,2,1,10.0,0,0,0,Yes
12161,Bowman Scroll 9,Usable,2,1,10.0,0,0,0,Yes
12162,Bowman Scroll 10,Usable,2,1,10.0,0,0,0,Yes
12163,Fencer Scroll 1,Usable,2,1,10.0,0,0,0,Yes
12164,Fencer Scroll 2,Usable,2,1,10.0,0,0,0,Yes
12165,Fencer Scroll 3,Usable,2,1,10.0,0,0,0,Yes
12166,Fencer Scroll 4,Usable,2,1,10.0,0,0,0,Yes
12167,Fencer Scroll 5,Usable,2,1,10.0,0,0,0,Yes
12168,Fencer Scroll 6,Usable,2,1,10.0,0,0,0,Yes
12169,Fencer Scroll 7,Usable,2,1,10.0,0,0,0,Yes
12170,Fencer Scroll 8,Usable,2,1,10.0,0,0,0,Yes
12171,Fencer Scroll 9,Usable,2,1,10.0,0,0,0,Yes
12172,Fencer Scroll 10,Usable,2,1,10.0,0,0,0,Yes
12173,Spearman Scroll 1,Usable,2,1,10.0,0,0,0,Yes
12174,Spearman Scroll 2,Usable,2,1,10.0,0,0,0,Yes
12175,Spearman Scroll 3,Usable,2,1,10.0,0,0,0,Yes
12176,Spearman Scroll 4,Usable,2,1,10.0,0,0,0,Yes
12177,Spearman Scroll 5,Usable,2,1,10.0,0,0,0,Yes
12178,Spearman Scroll 6,Usable,2,1,10.0,0,0,0,Yes
12179,Spearman Scroll 7,Usable,2,1,10.0,0,0,0,Yes
12180,Spearman Scroll 8,Usable,2,1,10.0,0,0,0,Yes
12181,Spearman Scroll 9,Usable,2,1,10.0,0,0,0,Yes
12182,Spearman Scroll 10,Usable,2,1,10.0,0,0,0,Yes
12183,Holy Arrow Quiver,Usable,2,1,25.0,0,0,0,Yes
12184,Mercenary Red Potion,Usable,500,250,10.0,0,0,0,Yes
12185,Mercenary Blue Potion,Usable,"1,000",500,10.0,0,0,0,Yes
12186,Old Red Box,Usable,"50,000","25,000",20.0,0,0,0,Yes
12187,Old Green Box,Usable,"50,000","25,000",20.0,0,0,0,Yes
12188,Grace Moon Cake,Healing,20,10,4.0,0,0,0,Yes
12189,Old Red Box,Usable,"50,000","25,000",20.0,0,0,0,Yes
12190,Moon Cake,Usable,2,1,30.0,0,0,0,Yes
12191,Special Moon Cake,Usable,2,1,50.0,0,0,0,Yes
12192,Pumpkin Pie,Healing,20,10,1.0,0,0,0,Yes
12193,Pretzel,Usable,20,10,2.0,0,0,0,Yes
12194,Hometown Gift,Usable,20,10,20.0,0,0,0,Yes
12195,Plain Rice Cake,Healing,20,10,10.0,0,0,0,Yes
12196,Hearty Rice Cake,Healing,20,10,10.0,0,0,0,Yes
12197,Salty Rice Cake,Healing,20,10,10.0,0,0,0,Yes
12198,Lucky Rice Cake,Usable,20,10,10.0,0,0,0,Yes
12199,Scroll of Magic,Usable,0,0,0.0,0,0,0,Yes
12200,X-mas Cake,Usable,20,10,5.0,0,0,0,Yes
12201,Commonplace Red Box,Usable,20,10,20.0,0,0,0,Yes
12202,Steamed Tongue,Healing,2,1,1.0,0,0,0,Yes
12203,Steamed Scorpion,Healing,2,1,1.0,0,0,0,Yes
12204,Dragon Breath Cocktail,Healing,2,1,1.0,0,0,0,Yes
12205,Hwergelmir's Tonic,Healing,2,1,1.0,0,0,0,Yes
12206,Cooked Nine Tail's Tails,Healing,2,1,1.0,0,0,0,Yes
12207,Stew Of Immortality,Healing,2,1,1.0,0,0,0,Yes
12208,Battle Manual,Usable,2,1,1.0,0,0,0,Yes
12209,Life Insurance,Usable,2,1,1.0,0,0,0,Yes
12210,Bubble Gum,Usable,2,1,1.0,0,0,0,Yes
12211,Kafra Card,Usable,2,1,1.0,0,0,0,Yes
12212,Giant Fly Wing,Usable,2,1,1.0,0,0,0,Yes
12213,Neuralizer,Usable,2,1,0.0,0,0,0,Yes
12214,Convex Mirror,Usable,2,1,1.0,0,0,0,Yes
12215,LV10 Blessing Scroll,Usable,2,1,1.0,0,0,0,Yes
12216,LV10 Agil Scroll,Usable,2,1,1.0,0,0,0,Yes
12217,LV5 Aspersio Scroll,Usable,2,1,1.0,0,0,0,Yes
12218,LV5 Assumptio Scroll,Usable,2,1,1.0,0,0,0,Yes
12219,LV10 Wind Walker Scroll,Usable,2,1,1.0,0,0,0,Yes
12220,LV5 Adrenaline Scroll,Usable,2,1,1.0,0,0,0,Yes
12221,Megaphone,Usable,2,1,1.0,0,0,0,Yes
12225,Sweet Candy Cane,Usable,20,10,5.0,0,0,0,Yes
12226,Examination 1,Healing,20,10,5.0,0,0,0,Yes
12227,Examination 2,Healing,20,10,5.0,0,0,0,Yes
12228,Examination 3,Healing,20,10,5.0,0,0,0,Yes
12229,Examination 4,Healing,20,10,5.0,0,0,0,Yes
12230,Examination 5,Healing,20,10,5.0,0,0,0,Yes
12231,Examination 6,Healing,20,10,5.0,0,0,0,Yes
12232,Ginger Bread,Usable,20,10,15.0,0,0,0,Yes
12233,Kvass,Healing,20,10,20.0,0,0,0,Yes
12234,Fierce Cacao 99%,Healing,20,10,10.0,0,0,0,Yes
12235,Chocolate Strawberry,Usable,20,10,10.0,0,0,0,Yes
12236,Chocolate Tart,Usable,20,10,10.0,0,0,0,Yes
12237,Junky Chocolate,Usable,0,0,10.0,0,0,0,Yes
12238,New Year Rice Cake,Usable,20,10,10.0,0,0,0,Yes
12239,New Year Rice Cake,Usable,20,10,10.0,0,0,0,Yes
12240,Old Yellow Box,Usable,20,10,20.0,0,0,0,Yes
12241,Mercenary Concentration Potion,Usable,800,400,10.0,0,0,0,Yes
12242,Mercenary Awakening Potion,Usable,"1,500",750,15.0,0,0,0,Yes
12243,Mercenary Berserk Potion,Usable,"3,000","1,500",20.0,0,0,0,Yes
12244,Old Gift Box,Usable,20,10,20.0,0,0,0,Yes
12245,Green Ale,Healing,"5,000","2,500",50.0,0,0,0,Yes
12246,Mystical Card Album,Usable,"10,000","5,000",5.0,0,0,0,Yes
12247,Halo-Halo,Usable,2,1,10.0,0,0,0,Yes
12248,Fancy Ball Box,Usable,20,10,1.0,0,0,0,Yes
12249,Payment Statement for Kafra Employee,Usable,20,10,1.0,0,0,0,Yes
12250,Steamed Tongue,Usable,0,0,1.0,0,0,0,Yes
12251,Steamed Desert Scorpions,Usable,0,0,1.0,0,0,0,Yes
12252,Dragon Breath Cocktail,Usable,0,0,1.0,0,0,0,Yes
12253,Hwergelmir's Tonic,Usable,0,0,1.0,0,0,0,Yes
12254,Cooked Nine Tail,Usable,0,0,1.0,0,0,0,Yes
12255,Immortal Stew,Usable,0,0,1.0,0,0,0,Yes
12256,PRO Gift Box,Usable,0,0,1.0,0,0,0,Yes
12257,Cold Medicine,Healing,20,10,10.0,0,0,0,Yes
12258,Bomb Poring Box,Usable,0,0,1.0,0,0,0,Yes
12259,Miracle Tonic,Usable,0,0,0.0,0,0,0,Yes
12260,Cool Summer Outfit,Usable,0,0,10.0,0,0,0,Yes
12261,Leap of Fantasy,Usable,0,0,0.0,0,0,0,Yes
12262,Authoritative Badge,Usable,0,0,1.0,0,0,0,Yes
12263,Field Manual,Usable,2,1,1.0,0,0,0,Yes
12264,Bubble Gum,Usable,2,1,1.0,0,0,0,Yes
12265,Life Insurrance,Usable,2,1,1.0,0,0,0,Yes
12266,Sesame Pastry,Usable,2,1,7.0,0,0,0,Yes
12267,Honey Pastry,Usable,2,1,7.0,0,0,0,Yes
12268,Rainbow Cake,Usable,2,1,7.0,0,0,0,Yes
12269,Tasty Pink Ration,Usable,2,1,7.0,0,0,0,Yes
12270,Tasty White Ration,Usable,2,1,7.0,0,0,0,Yes
12271,Military Ration A,Healing,2,1,7.0,0,0,0,Yes
12272,Military Ration B,Usable,2,1,7.0,0,0,0,Yes
12273,Military Ration C,Usable,2,1,7.0,0,0,0,Yes
12274,Daehwandan,Healing,0,0,1.0,0,0,0,Yes
12275,Taecheongdan,Healing,0,0,1.0,0,0,0,Yes
12276,Mimic Scroll,Usable,2,1,1.0,0,0,0,Yes
12277,Disguise Scroll,Usable,2,1,1.0,0,0,0,Yes
12278,Alice Scroll,Usable,2,1,1.0,0,0,0,Yes
12279,Undead Elemental Scroll,Usable,0,0,1.0,0,0,0,Yes
12280,Holy Elemental Scroll,Usable,0,0,1.0,0,0,0,Yes
12281,Event Treasure Box,Usable,20,10,15.0,0,0,0,Yes
12282,Internet Cafe1,Usable,0,0,1.0,0,0,0,Yes
12283,Internet Cafe2,Usable,0,0,1.0,0,0,0,Yes
12284,Internet Cafe3,Usable,0,0,1.0,0,0,0,Yes
12285,Internet Cafe4,Usable,0,0,1.0,0,0,0,Yes
12286,Masquerade Ball Box2,Usable,0,0,1.0,0,0,0,Yes
12287,Love Angel Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12288,Squirrel Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12289,Gogo Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12290,Mysterious Can Magic Powder,Usable,10,5,10.0,0,0,0,Yes
12291,Mysterious PET Bottle,Usable,10,5,10.0,0,0,0,Yes
12292,Unripe Fruit,Healing,500,250,20.0,0,0,0,Yes
12293,Dried Yggdrasilberry,Healing,500,250,20.0,0,0,0,Yes
12294,PC-Room Coin Box,Usable,0,0,1.0,0,0,0,Yes
12295,PC-Room Coin Box,Usable,0,0,1.0,0,0,0,Yes
12296,PC-Room Coin Box,Usable,0,0,1.0,0,0,0,Yes
12297,PC-Room Coin Box,Usable,0,0,1.0,0,0,0,Yes
12298,SP Consumption Reduction Potion,Usable,0,0,1.0,0,0,0,Yes
12299,Mega Resist Potion,Usable,0,0,1.0,0,0,0,Yes
12300,Wild Rose Contract,Usable,0,0,1.0,0,0,0,Yes
12301,Doppelganger Contract,Usable,0,0,1.0,0,0,0,Yes
12302,Egnigem Cenia Contract,Usable,0,0,1.0,0,0,0,Yes
12303,Blessing Of Water,Usable,0,0,1.0,0,0,0,Yes
12304,Diary Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12305,Mini Heart Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12306,Freshman Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12307,Kid Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12308,Magic Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12309,JJangu Magic Powder,Usable,0,0,0.0,0,0,0,Yes
12310,Spray Of Flowers,Usable,0,0,5.0,0,0,0,Yes
12311,Huge Spray Of Flowers,Usable,0,0,10.0,0,0,0,Yes
12312,Thick Battle Manual,Usable,0,0,0.0,0,0,0,Yes
12313,Guardian Angel,Usable,0,0,0.0,0,0,0,Yes
12314,Noive Box,Usable,0,0,1.0,0,0,0,Yes
12315,Goddess Of Blessing,Usable,0,0,1.0,0,0,0,Yes
12316,Angel Of Blessing,Usable,0,0,1.0,0,0,0,Yes
12317,Snow Powder,Usable,0,0,1.0,0,0,0,Yes
12318,Small Hearts,Usable,0,0,1.0,0,0,0,Yes
12319,Rune Strawberry Cake,Usable,0,0,30.0,0,0,0,Yes
12320,Schwartzwald Pine Jubilee,Usable,0,0,30.0,0,0,0,Yes
12321,Arunafeltz Desert Sandwich,Usable,0,0,30.0,0,0,0,Yes
12322,Chocolate Pie,Healing,0,0,5.0,0,0,0,Yes
12323,Novice Fly Wing,Usable,0,0,0.0,0,0,0,Yes
12324,Novice Butterfly Wing,Usable,0,0,0.0,0,0,0,Yes
12325,Novice Magnifier,Usable,0,0,0.0,0,0,0,Yes
12326,Large Firecracker,Usable,2,1,2.0,0,0,0,Yes
12327,Charm Of Luck,Usable,"1,000",500,5.0,0,0,0,Yes
12328,Charm Of Happiness,Usable,"1,800",900,10.0,0,0,0,Yes
12329,Summon Male GameMaster Scroll,Usable,0,0,1.0,0,0,0,Yes
12330,Summon Female GameMaster Scroll,Usable,0,0,1.0,0,0,0,Yes
12331,Ginseng,Healing,0,0,1.0,0,0,0,Yes
12332,Fruit Juice,Healing,0,0,1.0,0,0,0,Yes
12333,Ancilla,Usable,0,0,1.0,0,0,0,Yes
12334,Treasure Edition Helm Box,Usable,0,0,1.0,0,0,0,Yes
12335,Grilled Delicious Skewer,Healing,"1,000",500,35.0,0,0,0,Yes
12336,Grilled Mushroom,Healing,500,250,30.0,0,0,0,Yes
12337,Grilled Sausages,Healing,300,150,20.0,0,0,0,Yes
12338,Grilled Corn,Usable,100,50,10.0,0,0,0,Yes
12339,Treasure Edition Box,Usable,0,0,1.0,0,0,0,Yes
12340,Chewy Rice Powder,Usable,0,0,1.0,0,0,0,Yes
12341,Special Alloy Trap Box,Usable,"30,000","15,000",1.0,0,0,0,Yes
12342,Manuk's Opportunity,Usable,0,0,5.0,0,0,0,Yes
12343,Manuk's Courage,Usable,0,0,5.0,0,0,0,Yes
12344,Pinguicula's Fruit Jam,Usable,0,0,5.0,0,0,0,Yes
12345,Luciola's Honey Jam,Usable,0,0,5.0,0,0,0,Yes
12346,Unripe Acorn,Usable,0,0,0.0,0,0,0,Yes
12347,Acorn Jelly,Usable,11,5,0.0,0,0,0,Yes
12348,Manuk's Faith,Usable,0,0,5.0,0,0,0,Yes
12349,Cornus' Tears,Usable,0,0,5.0,0,0,0,Yes
12350,Angeling Potion,Usable,20,10,10.0,0,0,0,Yes
12351,Scream Megaphone,Usable,20,10,5.0,0,0,0,Yes
12352,Dungeon Teleport Scroll 3,Usable,0,0,1.0,0,0,0,Yes
12353,Small Bottle,Usable,800,400,1.0,0,0,0,Yes
12354,Buche De Noel,Usable,2,1,5.0,0,0,0,Yes
12355,Xmas Gift,Usable,2,1,10.0,0,0,0,Yes
12356,Louise Costume Box,Usable,2,1,10.0,0,0,0,Yes
12357,Shiny Wing Gown,Usable,20,10,5.0,0,0,0,Yes
12358,Fan Of Wind,Usable,20,10,5.0,0,0,0,Yes
12359,Very Soft Plant,Usable,20,10,5.0,0,0,0,Yes
12360,Very Red Juice,Usable,20,10,5.0,0,0,0,Yes
12361,Delicious Shaved Ice,Usable,0,0,0.0,0,0,0,Yes
12362,Kuloren,Usable,20,10,5.0,0,0,0,Yes
12363,Fit Pipe,Usable,0,0,0.0,0,0,0,Yes
12364,Staff Of Leader,Usable,20,10,5.0,0,0,0,Yes
12365,Charming Lotus,Usable,20,10,5.0,0,0,0,Yes
12366,Girl's Doll,Usable,20,10,5.0,0,0,0,Yes
12367,Luxury Whisky Bottle,Usable,20,10,5.0,0,0,0,Yes
12368,Splendid Mirror,Usable,20,10,5.0,0,0,0,Yes
12369,Oilpalm Coconut,Usable,20,10,5.0,0,0,0,Yes
12370,Girl's Naivety,Usable,0,0,0.0,0,0,0,Yes
12371,Magical Lithography,Usable,20,10,5.0,0,0,0,Yes
12372,Hell Contract,Usable,20,10,5.0,0,0,0,Yes
12373,Boy's Pure Heart,Usable,20,10,5.0,0,0,0,Yes
12374,Ice Fireworks,Usable,20,10,5.0,0,0,0,Yes
12375,Akaraje,Usable,0,0,8.0,0,0,0,Yes
12376,Mysterious Can2,Usable,10,5,10.0,0,0,0,Yes
12377,Mysterious PET Bottle2,Usable,10,5,10.0,0,0,0,Yes
12378,Rice Cake Soup,Usable,10,5,10.0,0,0,0,Yes
12379,Pope Cookie,Usable,10,5,1.0,0,0,0,Yes
12380,Job Change Flute,Usable,10,5,1.0,0,0,0,Yes
12381,Ancient Languages Scroll,Usable,10,5,1.0,0,0,0,Yes
12382,Ancient Languages Scroll,Usable,10,5,1.0,0,0,0,Yes
12383,Vulcan Bullet Magazine,Usable,"11,000","5,500",50.0,0,0,0,Yes
12384,Rainbow Ruby,Usable,0,0,5.0,0,0,0,Yes
12385,Rainbow Ruby,Usable,0,0,5.0,0,0,0,Yes
12386,Rainbow Ruby,Usable,0,0,5.0,0,0,0,Yes
12387,Rainbow Ruby,Usable,0,0,5.0,0,0,0,Yes
12388,Rhydo Runestone For Apprentice,Usable,0,0,1.0,0,0,0,Yes
12389,Pertz Runestone For Apprentice,Usable,0,0,1.0,0,0,0,Yes
12390,Verkana Runestone For Apprentice,Usable,0,0,1.0,0,0,0,Yes
12391,Lucky Egg,Usable,0,0,1.0,0,0,0,Yes
12392,Repair A,Healing,220,110,7.0,0,0,0,Yes
12393,Repair B,Healing,500,250,7.0,0,0,0,Yes
12394,Repair C,Healing,"1,100",550,7.0,0,0,0,Yes
12395,Tantan Noodle,Usable,20,10,5.0,0,0,0,Yes
12396,Gift Box?,Usable,20,10,1.0,0,0,0,Yes
12397,Gift Box?,Usable,20,10,1.0,0,0,0,Yes
12398,PCBang Gift Box,Usable,20,10,1.0,0,0,0,Yes
12399,Castle Treasure Box,Usable,20,10,100.0,0,0,0,Yes
12400,Water Of Blessing,Usable,20,10,1.0,0,0,0,Yes
12401,Rune Kn Test Int,Usable,0,0,0.0,0,0,0,Yes
12402,29Fruit,Usable,0,0,0.0,0,0,0,Yes
12403,Lucky Egg2,Usable,20,10,1.0,0,0,0,Yes
12404,Activation Potion,Usable,20,10,1.0,0,0,0,Yes
12405,Underripe Yggseed,Usable,20,10,5.0,0,0,0,Yes
12406,Psychic ArmorS,Usable,20,10,1.0,0,0,0,Yes
12407,PCBang Coupon Box,Usable,0,0,1.0,0,0,0,Yes
12408,Leaf Cat Ball,Usable,0,0,0.0,0,0,0,Yes
12409,Pork Belly H,Usable,0,0,0.0,0,0,0,Yes
12410,Spareribs H,Usable,0,0,0.0,0,0,0,Yes
12411,HE Battle Manual,Usable,2,1,1.0,0,0,0,Yes
12412,HE Bubble Gum,Usable,2,1,1.0,0,0,0,Yes
12413,PCBang Coupon Box2,Usable,20,10,1.0,0,0,0,Yes
12414,Guarana Candy,Usable,20,10,1.0,0,0,0,Yes
12415,Siege Teleport Scroll2,Usable,0,0,1.0,0,0,0,Yes
12416,Lucky Egg C3,Usable,20,10,1.0,0,0,0,Yes
12417,Boost500,Usable,100,50,5.0,0,0,0,Yes
12418,Full SwingK,Usable,100,50,5.0,0,0,0,Yes
12419,Mana +,Usable,100,50,5.0,0,0,0,Yes
12420,Muramura(M),Usable,100,50,5.0,0,0,0,Yes
12421,Falmons(F),Usable,100,50,5.0,0,0,0,Yes
12422,HP Increase Potion(Small),Usable,100,50,2.0,0,0,0,Yes
12423,HP Increase Potion(Mid),Usable,100,50,4.0,0,0,0,Yes
12424,HP Increase Potion(Large),Usable,100,50,8.0,0,0,0,Yes
12425,SP Increase Potion(Small),Usable,100,50,2.0,0,0,0,Yes
12426,SP Increase Potion(Mid),Usable,100,50,4.0,0,0,0,Yes
12427,SP Increase Potion(Large),Usable,100,50,8.0,0,0,0,Yes
12428,Enriched White PotionZ,Usable,100,50,7.0,0,0,0,Yes
12429,Savage BBQ,Usable,"1,000",500,5.0,0,0,0,Yes
12430,Warg Blood Cocktail,Usable,"1,000",500,5.0,0,0,0,Yes
12431,Minor Brisket,Usable,"1,000",500,5.0,0,0,0,Yes
12432,Siroma Icetea,Usable,"1,000",500,5.0,0,0,0,Yes
12433,Drosera Herb Stew,Usable,"1,000",500,5.0,0,0,0,Yes
12434,Petite Tail Noodles,Usable,"1,000",500,5.0,0,0,0,Yes
12435,Black Thing,Usable,"1,000",500,5.0,0,0,0,Yes
12436,Vitata500,Usable,100,50,5.0,0,0,0,Yes
12437,Enrich Celermine Juice,Usable,100,50,5.0,0,0,0,Yes
12438,F Giant Fly Wing,Usable,2,1,1.0,0,0,0,Yes
12439,F Battle Manual,Usable,2,1,1.0,0,0,0,Yes
12440,F Insurance,Usable,2,1,1.0,0,0,0,Yes
12441,F Bubble Gum,Usable,2,1,1.0,0,0,0,Yes
12442,F Kafra Card,Usable,2,1,1.0,0,0,0,Yes
12443,F Neuralizer,Usable,2,1,0.0,0,0,0,Yes
12444,WoE Teleport Scroll1,Usable,0,0,1.0,0,0,0,Yes
12445,F Str Dish10,Usable,2,1,1.0,0,0,0,Yes
12446,F Agi Dish10,Usable,2,1,1.0,0,0,0,Yes
12447,F Int Dish10,Usable,2,1,1.0,0,0,0,Yes
12448,F Dex Dish10,Usable,2,1,1.0,0,0,0,Yes
12449,F Luk Dish10,Usable,2,1,1.0,0,0,0,Yes
12450,F Vit Dish10,Usable,2,1,1.0,0,0,0,Yes
12451,F WOB Rune,Usable,0,0,1.0,0,0,0,Yes
12452,F WOB Schwaltz,Usable,0,0,1.0,0,0,0,Yes
12453,F WOB Rachel,Usable,0,0,1.0,0,0,0,Yes
12454,F WOB Local,Usable,0,0,1.0,0,0,0,Yes
12456,F Greed Scroll,Usable,0,0,1.0,0,0,0,Yes
12457,F Glass Of Illusion,Usable,0,0,1.0,0,0,0,Yes
12458,F Abrasive,Usable,0,0,1.0,0,0,0,Yes
12459,Medium Life Potion,Usable,0,0,1.0,0,0,0,Yes
12460,Small Life Potion,Usable,0,0,1.0,0,0,0,Yes
12461,Regeneration Potion,Usable,0,0,1.0,0,0,0,Yes
12462,Big Magic Defense Potion,Usable,0,0,1.0,0,0,0,Yes
12463,Small Magic Defense Potion,Usable,0,0,1.0,0,0,0,Yes
12464,Big Defense Potion,Usable,0,0,1.0,0,0,0,Yes
12465,Small Defense Potion,Usable,0,0,1.0,0,0,0,Yes
12466,F Blessing 10 Scroll,Usable,2,1,1.0,0,0,0,Yes
